V3-T001|wpf_ui|Add a dark/light theme toggle to OrchestratorIDE. Create Services/ThemeManager.cs that swaps merged ResourceDictionaries at runtime and persists the chosen theme to app settings, then add a toggle button to the toolbar in MainWindow.xaml wired up in MainWindow.xaml.cs.
V3-T002|wpf_ui|Add an editor zoom percentage indicator to the MainWindow.xaml status bar that updates live as the font size changes, with a click handler in MainWindow.xaml.cs that resets zoom to 100 percent.
V3-T003|wpf_ui|Add a 'Copy Full Path' context menu item to the file explorer tree in MainWindow.xaml that copies the selected file's absolute path to the clipboard via Clipboard.SetText in MainWindow.xaml.cs and logs the action to the activity log.
V3-T004|wpf_ui|Show an asterisk on the editor tab header when the open file has unsaved changes. Track a dirty flag in MainWindow.xaml.cs that sets on text change and clears on save, and bind the tab header text in MainWindow.xaml to include the asterisk.
V3-T005|wpf_ui|Support drag-and-drop of files from Windows Explorer onto the code editor in MainWindow.xaml: handle the Drop event in MainWindow.xaml.cs, open the dropped file in the editor, and reject folders with a status-bar message.
V3-T006|wpf_ui|Add a session-duration display to the MainWindow.xaml status bar showing hh:mm since app launch, driven by a DispatcherTimer in MainWindow.xaml.cs that ticks once per minute.
V3-T007|wpf_ui|Create a reusable toast notification control Controls/NotificationToast.xaml with a code-behind Controls/NotificationToast.xaml.cs exposing a static Show(string message) method that fades in, holds 3 seconds, and fades out in the corner of MainWindow.xaml.
V3-T008|wpf_ui|Add a go-to-line dialog opened with Ctrl+G: declare the KeyBinding in MainWindow.xaml, create Dialogs/GoToLineDialog.xaml with a numeric input, and move the editor caret to the requested line in MainWindow.xaml.cs.
V3-T009|wpf_ui|Make the activity log panel collapsible in MainWindow.xaml with an expander header that shows an unread-entry count badge, tracking the unread counter in MainWindow.xaml.cs and resetting it when the panel expands.
V3-T010|wpf_ui|Add an F11 fullscreen toggle to MainWindow.xaml that hides the title bar and maximizes the window, restoring the previous WindowState and bounds when pressed again, implemented in MainWindow.xaml.cs.
V3-T011|wpf_ui|Persist the main window size, position, and maximized state across restarts. Create Services/WindowStateStore.cs that saves bounds to .orc/window_state.json on close and restores them on startup from MainWindow.xaml.cs, clamping to the current screen.
V3-T012|wpf_ui|Add a find-in-file bar to the editor opened with Ctrl+F: declare the KeyBinding and the search bar UI in MainWindow.xaml, and implement next/previous match navigation with a live match counter in MainWindow.xaml.cs.
V3-T013|wpf_ui|Add a breadcrumb path bar above the code editor in MainWindow.xaml showing the open file's folder segments, where clicking a segment selects that folder in the file explorer via MainWindow.xaml.cs.
V3-T014|wpf_ui|Add an editor font-family picker to the settings panel: a ComboBox in MainWindow.xaml listing installed monospace fonts, applied live to the editor and persisted to app settings in MainWindow.xaml.cs.
V3-T015|wpf_ui|Add a highlight-current-line option to the editor: a CheckBox in the settings area of MainWindow.xaml bound to the AvalonEdit current-line highlight in MainWindow.xaml.cs, persisted across restarts.
V3-T016|wpf_ui|Add a 'Close All Tabs' button to the editor tab strip in MainWindow.xaml that closes every open document in MainWindow.xaml.cs, prompting once with a confirmation dialog when any tab has unsaved changes.
V3-T017|wpf_ui|Show a tooltip on file explorer items in MainWindow.xaml containing the file's size in KB and last-modified date, built lazily in MainWindow.xaml.cs when the tooltip opens.
V3-T018|wpf_ui|Show a progress ring overlay while a workspace folder is being loaded: add the overlay element to MainWindow.xaml and toggle its visibility around the folder-scan logic in MainWindow.xaml.cs so the UI never appears frozen.
V3-T019|wpf_ui|Add a keyboard shortcut cheat-sheet window opened with Ctrl+F1: create Dialogs/ShortcutSheetWindow.xaml listing all registered KeyBindings in a two-column table, populated from MainWindow.xaml.cs.
V3-T020|wpf_ui|Add a pinned-files section at the top of the file explorer in MainWindow.xaml: a 'Pin file' context menu item in MainWindow.xaml.cs adds entries persisted to .orc/pinned_files.json, and pinned items render above the tree.
V3-T021|wpf_ui|Add a file-encoding indicator to the MainWindow.xaml status bar showing UTF-8 or ASCII for the open file, detected in MainWindow.xaml.cs when a file opens and refreshed on save.
V3-T022|wpf_ui|Make the line/column indicator in the MainWindow.xaml status bar clickable so it opens the go-to-line input, and update it live from the editor caret position events in MainWindow.xaml.cs.
V3-T023|wpf_ui|Add Ctrl+Shift+T to reopen the most recently closed editor tab: track a stack of closed file paths in MainWindow.xaml.cs, declare the KeyBinding in MainWindow.xaml, and skip files deleted from disk.
V3-T024|wpf_ui|Add an auto-save option: a toggle and interval ComboBox (30s, 60s, 5min) in the settings area of MainWindow.xaml, with a DispatcherTimer in MainWindow.xaml.cs that saves the dirty document and logs each auto-save to the activity log.
V3-T025|wpf_ui|Add a max-entries setting for the activity log: a numeric input in the settings area of MainWindow.xaml, enforced in MainWindow.xaml.cs by trimming the oldest entries whenever the list exceeds the configured cap.
V3-T026|swarm|Add a cancel button to each running task card in SwarmBoardPanel.xaml that cancels only that task: add a CancelTask(string taskId) method to SwarmSession.cs and mark the card cancelled in SwarmBoardPanel.xaml.cs without stopping the rest of the run.
V3-T027|swarm|Add a 'Copy as Markdown' context menu item to task cards in SwarmBoardPanel.xaml that renders the task's role, title, and description as a markdown bullet via SwarmBoardPanel.xaml.cs and puts it on the clipboard.
V3-T028|swarm|Add a worker-lane utilization strip to the Swarm Board header in SwarmBoardPanel.xaml showing each lane as busy or idle, driven by task start/finish events from SwarmSession.cs handled in SwarmBoardPanel.xaml.cs.
V3-T029|swarm|Add a plan-approval gate to the swarm: a setting that, when enabled, pauses SwarmSession.cs after OnTasksPlanned until the user clicks an Approve Plan button added to SwarmBoardPanel.xaml, wired through SwarmBoardPanel.xaml.cs.
V3-T030|swarm|Allow reordering planned tasks before dispatch: up/down arrows on task cards in SwarmBoardPanel.xaml that adjust the task's priority value in SwarmBoardPanel.xaml.cs while the plan-approval gate holds the run.
V3-T031|swarm|Create Services/Swarm/GoalTemplates.cs that loads preset goal templates from .orc/swarm/goal_templates.json with Load and Save methods, and show the templates in a dropdown next to the goal input in SwarmBoardPanel.xaml that fills the textbox on selection.
